Curso,Materia,Sub_Materia,Pregunta_número,Pregunta,Img_Parrafo,Parrfafo,Pregunta_Parrafo,Respuesta_a,Img_Respuesta_a,Respuesta_b,Img_Respuesta_b,Respuesta_c,Img_Respuesta_c,Respuesta_d,Img_Respuesta_d,Respuesta_correcta,Img_Respuesta_correcta
ECOEMS 2026,Biología,Biología,27,¿Qué estructura celular es responsable de la división celular?,,,,Mitocondria,,Centriolo,,Núcleo,,Ribosoma,,Respuesta_b,
ECOEMS 2026,Biología,Biología,28,¿Cuál de los siguientes es un ejemplo de un organismo heterótrofo?,,,,Elefante,,Humano,,Árbol,,Ameba,,Respuesta_b,
ECOEMS 2026,Biología,Biología,29,¿Qué tipo de células poseen cromosomas?,,,,Células eucariotas,,Células procariotas,,Células animales,,Células vegetales,,Respuesta_a,
ECOEMS 2026,Biología,Biología,30,¿Cuál de las siguientes opciones es una característica de la transcripción del ADN?,,,,Resulta en la producción de ARN,,Resulta en cuatro células hijas,,Involucra una sola división celular,,Ocurre en todas las células del cuerpo,,Respuesta_a,
ECOEMS 2026,Biología,Biología,31,¿Cuál de las siguientes opciones es una función de los ácidos nucleicos?,,,,Almacenamiento de información genética,,Síntesis de proteínas,,Producción de energía,,Transporte de agua,,Respuesta_a,
ECOEMS 2026,Biología,Biología,32,¿Qué estructura celular es responsable de la síntesis de lípidos?,,,,Núcleo,,Retículo endoplasmático,,Mitocondria,,Ribosoma,,Respuesta_b,
ECOEMS 2026,Biología,Biología,33,¿Cuál de los siguientes es un ejemplo de un organismo pluricelular?,,,,Humano,,Ameba,,Bacteria,,Virus,,Respuesta_a,
ECOEMS 2026,Biología,Biología,34,¿Qué tipo de células poseen vacuolas?,,,,Células vegetales,,Células eucariotas,,Células animales,,Células procariotas,,Respuesta_a,
ECOEMS 2026,Biología,Biología,35,¿Cuál de las siguientes opciones es una característica de la traducción del ARN?,,,,Ocurre en todas las células del cuerpo,,Resulta en la producción de proteínas,,No se involucra en la reproducción sexual,,Involucra una sola división celular,,Respuesta_b,
ECOEMS 2026,Biología,Biología,36,¿Cuál de las siguientes opciones es una función de las vitaminas?,,,,Coenzimas en reacciones metabólicas,,Almacenamiento de información genética,,Síntesis de proteínas,,Transporte de agua,,Respuesta_a,
ECOEMS 2026,Biología,Biología,37,¿Qué estructura celular es responsable de la síntesis de ARN?,,,,Retículo endoplasmático,,Núcleo,,Mitocondria,,Ribosoma,,Respuesta_b,
ECOEMS 2026,Biología,Biología,38,¿Cuál de los siguientes es un ejemplo de un organismo anaerobio?,,,,Elefante,,Árbol,,Humano,,Bacteria,,Respuesta_d,
ECOEMS 2026,Biología,Biología,39,¿Qué tipo de células poseen peroxisomas?,,,,Células animales,,Células bacterianas,,Células procariotas,,Células eucariotas,,Respuesta_d,
ECOEMS 2026,Biología,Biología,40,¿Cuál de las siguientes opciones es una característica de la replicación del ADN?,,,,Resulta en cuatro células hijas,,Resulta en la producción de two copias de ADN,,No se involucra en la reproducción sexual,,Ocurre en todas las células del cuerpo,,Respuesta_b,
ECOEMS 2026,Biología,Biología,41,¿Cuál de las siguientes opciones es una función de los glóbulos rojos?,,,,Coagulación de la sangre,,Transporte de oxígeno,,Defensa inmunológica,,Regulación de la temperatura,,Respuesta_b,
ECOEMS 2026,Biología,Biología,42,¿Qué estructura celular es responsable de la desintoxicación de sustancias dañinas?,,,,Peroxisoma,,Ribosoma,,Núcleo,,Mitocondria,,Respuesta_a,
ECOEMS 2026,Biología,Biología,43,¿Cuál de los siguientes es un ejemplo de un organismo diploide?,,,,Humano,,Virus,,Ameba,,Bacteria,,Respuesta_a,
ECOEMS 2026,Biología,Biología,44,¿Qué tipo de células poseen plasmodesmos?,,,,Células vegetales,,Células animales,,Células bacterianas,,Células procariotas,,Respuesta_a,
ECOEMS 2026,Biología,Biología,45,¿Cuál de las siguientes opciones es una característica de la transcripción inversa?,,,,Resulta en la producción de ADN a partir de ARN,,Resulta en cuatro células hijas,,Involucra una sola división celular,,Ocurre en todas las células del cuerpo,,Respuesta_a,
ECOEMS 2026,Biología,Biología,46,¿Cuál de las siguientes opciones es una función de los glóbulos blancos?,,,,Defensa inmunológica,,Transporte de oxígeno,,Regulación de la temperatura,,Coagulación de la sangre,,Respuesta_a,
ECOEMS 2026,Biología,Biología,47,¿Qué structure celular es responsable de la síntesis de lípidos?,,,,Núcleo,,Retículo endoplasmático liso,,Ribosoma,,Mitocondria,,Respuesta_b,
ECOEMS 2026,Biología,Biología,48,¿Cuál de los siguientes es un ejemplo de un organismo haploide?,,,,Humano,,Elefante,,Bacteria,,Árbol,,Respuesta_c,
ECOEMS 2026,Biología,Biología,49,¿Qué tipo de células poseen plastos?,,,,Células animales,,Células eucariotas,,Células vegetales,,Células procariotas,,Respuesta_c,
ECOEMS 2026,Biología,Biología,50,¿Cuál de las siguientes opciones es una característica de la transducción de señales?,,,,Resulta en la comunicación entre células,,Involucra una sola división celular,,Ocurre en todas las células del cuerpo,,Resulta en cuatro células hijas,,Respuesta_a,
ECOEMS 2026,Biología,Biología,51,¿Cuál de las siguientes opciones es una función de las plaquetas?,,,,Transporte de oxígeno,,Defensa inmunológica,,Regulación de la temperatura,,Coagulación de la sangre,,Respuesta_d,
ECOEMS 2026,Biología,Biología,52,¿Qué estructura celular es responsable de la síntesis de proteínas?,,,,Retículo endoplasmático,,Mitocondria,,Ribosoma,,Núcleo,,Respuesta_c,
ECOEMS 2026,Biología,Biología,53,¿Cuál de los siguientes es un ejemplo de un organismo aerobio?,,,,Virus,,Ameba,,Humano,,Bacteria,,Respuesta_c,
ECOEMS 2026,Biología,Biología,54,¿Qué tipo de células poseen cromoplastos?,,,,Células animales,,Células eucariotas,,Células vegetales,,Células procariotas,,Respuesta_c,
ECOEMS 2026,Biología,Biología,55,¿Cuál de las siguientes opciones es una característica de la apoptosis?,,,,Resulta en la muerte programada de la célula,,Involucra una sola división celular,,Resulta en cuatro células hijas,,Ocurre en todas las células del cuerpo,,Respuesta_a,
ECOEMS 2026,Biología,Biología,56,¿Cuál de las siguientes opciones es una función de los neutrófilos?,,,,Coagulación de la sangre,,Defensa inmunológica,,Transporte de oxígeno,,Regulación de la temperatura,,Respuesta_b,
ECOEMS 2026,Biología,Biología,57,¿Qué estructura celular es responsable de la síntesis de ARN ribosomal?,,,,Núcleo,,Mitocondria,,Nucleolo,,Retículo endoplasmático,,Respuesta_c,
ECOEMS 2026,Biología,Biología,58,¿Cuál de los siguientes es un ejemplo de un organismo multicelular?,,,,Humano,,Bacteria,,Virus,,Ameba,,Respuesta_a,
ECOEMS 2026,Biología,Biología,59,¿Qué tipo de células poseen desmosomas?,,,,Células animales,,Células vegetales,,Células procariotas,,Células eucariotas,,Respuesta_a,
ECOEMS 2026,Biología,Biología,60,¿Cuál de las siguientes opciones es una característica de la mitosis?,,,,Resulta en dos células hijas idénticas,,Resulta en cuatro células hijas,,Involucra una sola división celular,,Ocurre en todas las células del cuerpo,,Respuesta_a,
ECOEMS 2026,Biología,Biología,61,¿Cuál de las siguientes opciones es una característica de los ecosistemas terrestres?,,,,Presencia de luz solar,,Ausencia de organismos vivos,,Ausencia de plantas,,Presencia de agua salada,,Respuesta_a,
ECOEMS 2026,Biología,Biología,62,¿Qué es la biodiversidad?,,,,La cantidad de agua en un ecosistema,,La variedad de vida en un ecosistema,,La cantidad de luz solar en un ecosistema,,La cantidad de suelo en un ecosistema,,Respuesta_b,
ECOEMS 2026,Biología,Biología,63,¿Cuál de los siguientes es un ejemplo de un consumidor primario?,,,,Lobo,,Conejo,,León,,Águila,,Respuesta_b,
ECOEMS 2026,Biología,Biología,64,¿Qué tipo de relación ecológica es la simbiosis?,,,,Depredación,,Mutualismo,,Competencia,,Comensalismo,,Respuesta_b,
ECOEMS 2026,Biología,Biología,65,¿Cuál de las siguientes opciones es una característica de la cadena alimentaria?,,,,Muestra las relaciones de depredación entre los organismos,,Muestra las relaciones de mutualismo entre los organismos,,Muestra las relaciones de competencia entre los organismos,,Muestra las relaciones de comensalismo entre los organismos,,Respuesta_a,
ECOEMS 2026,Biología,Biología,66,¿Cuál de las siguientes opciones es una función de los productores en un ecosistema?,,,,Consumir plantas y otros animales,,Producir oxígeno y glucosa a través de la fotosíntesis,,Descomponer materia orgánica,,Consumir otros organismos,,Respuesta_b,
ECOEMS 2026,Biología,Biología,67,¿Qué es la sucesión ecológica?,,,,El proceso de cambio en las especies de una comunidad ecológica a lo largo del tiempo,,El proceso de cambio en la luz solar de una comunidad ecológica a lo largo del tiempo,,El proceso de cambio en el suelo de una comunidad ecológica a lo largo del tiempo,,El proceso de cambio en el clima de una comunidad ecológica a lo largo del tiempo,,Respuesta_a,
ECOEMS 2026,Biología,Biología,68,¿Cuál de los siguientes es un ejemplo de un ecosistema acuático?,,,,Bosque,,Montaña,,Pradera,,Océano,,Respuesta_d,
ECOEMS 2026,Biología,Biología,69,¿Qué tipo de relación ecológica es la competencia?,,,,Una relación en la que ambos organismos se benefician,,Una relación sexual mutua,,Una relación en la que un organismo se beneficia a expensas del otro,,Una relación en la que un organismo se beneficia y el otro no se ve afectado,,Respuesta_c,
ECOEMS 2026,Biología,Biología,70,¿Cuál de las siguientes opciones es una característica de los ciclos biogeoquímicos?,,,,No involucran ni a los organismos vivos ni a los elementos no vivos,,Involucran tanto a los organismos vivos como a los elementos no vivos,,Involucran solo a los organismos vivos,,Involucran solo a los elementos no vivos,,Respuesta_b,
ECOEMS 2026,Biología,Biología,71,¿Cuál de las siguientes opciones es una función de los descomponedores en un ecosistema?,,,,Consumir plantas y otros animales,,Producir oxígeno y glucosa a través de la fotosíntesis,,Descomponer materia orgánica,,Consumir otros organismos,,Respuesta_c,
ECOEMS 2026,Biología,Biología,72,¿Qué es la capacidad de carga de un ecosistema?,,,,La cantidad de suelo que puede contener,,La cantidad de luz solar que puede recibir,,La cantidad de agua que puede contener,,El número máximo de individuos que puede soportar,,Respuesta_d,
ECOEMS 2026,Biología,Biología,73,¿Cuál de los siguientes es un ejemplo de un consumidor secundario?,,,,Conejo,,León,,Tiburón,,Águila,,Respuesta_b,
ECOEMS 2026,Biología,Biología,74,¿Qué tipo de relación ecológica es la depredación?,,,,Depredación,,Mutualismo,,Comensalismo,,Competencia,,Respuesta_a,
ECOEMS 2026,Biología,Biología,75,¿Cuál de las siguientes opciones es una característica de la red alimentaria?,,,,Muestra las relaciones de comensalismo entre los organismos,,Muestra las relaciones de mutualismo entre los organismos,,Muestra las relaciones de competencia entre los organismos,,Muestra las relaciones de depredación entre los organismos,,Respuesta_d,
ECOEMS 2026,Biología,Biología,76,¿Cuál de las siguientes opciones es una función del corazón?,,,,Transporte de oxígeno y nutrientes,,Digestión de alimentos,,Producción de hormonas,,Excreción de desechos,,Respuesta_a,
ECOEMS 2026,Biología,Biología,77,¿Qué es el cerebro?,,,,Un órgano del sistema nervioso,,Un órgano del sistema endocrino,,Un órgano del sistema circulatorio,,Un órgano del sistema digestivo,,Respuesta_a,
ECOEMS 2026,Biología,Biología,78,¿Cuál de los siguientes es un ejemplo de un hueso largo?,,,,Costillas,,Cráneo,,Fémur,,Vértebras,,Respuesta_c,
ECOEMS 2026,Biología,Biología,79,¿Qué tipo de tejido es el tejido muscular?,,,,Tejido nervioso,,Tejido muscular,,Tejido conectivo,,Tejido epitelial,,Respuesta_b,
ECOEMS 2026,Biología,Biología,80,¿Cuál de las siguientes opciones es una característica de los pulmones?,,,,Realizan la hematopoyesis,,Realizan la digestión,,Realizan el intercambio de gases,,Realizan la excreción de desechos,,Respuesta_c,
ECOEMS 2026,Biología,Biología,81,¿Cuál de las siguientes opciones es una función de los riñones?,,,,Excreción de desechos,,Producción de hormonas,,Digestión de alimentos,,Transporte de oxígeno y nutrientes,,Respuesta_a,
ECOEMS 2026,Biología,Biología,82,¿Qué es el hígado?,,,,Un órgano del sistema endocrino,,Un órgano del sistema circulatorio,,Un órgano del sistema nervioso,,Un órgano del sistema digestivo,,Respuesta_d,
ECOEMS 2026,Biología,Biología,83,¿Cuál de los siguientes es un ejemplo de un hueso plano?,,,,Cráneo,,Vértebras,,Fémur,,Costillas,,Respuesta_a,
ECOEMS 2026,Biología,Biología,84,¿Qué tipo de tejido es el tejido nervioso?,,,,Tejido muscular,,Tejido conectivo,,Tejido nervioso,,Tejido epitelial,,Respuesta_c,
ECOEMS 2026,Biología,Biología,85,¿Cuál de las siguientes opciones es una característica del estómago?,,,,Realiza la hematopoyesis,,Realiza el intercambio de gases,,Realiza la digestión,,Realiza la excreción de desechos,,Respuesta_c,
ECOEMS 2026,Biología,Biología,86,¿Cuál de las siguientes opciones es una función de los glóbulos blancos?,,,,Producción de hormonas,,Defensa inmunológica,,Digestión de alimentos,,Transporte de oxígeno y nutrientes,,Respuesta_b,
ECOEMS 2026,Biología,Biología,87,¿Qué es el páncreas?,,,,Un órgano del sistema nervioso,,Un órgano del sistema circulatorio,,Un órgano del sistema endocrino,,Un órgano del sistema digestivo,,Respuesta_d,
ECOEMS 2026,Biología,Biología,88,¿Cuál de los siguientes es un ejemplo de un hueso corto?,,,,Vértebras,,Falanges,,Fémur,,Cráneo,,Respuesta_b,
ECOEMS 2026,Biología,Biología,89,¿Qué tipo de tejido es el tejido conectivo?,,,,Tejido muscular,,Tejido epitelial,,Tejido conectivo,,Tejido nervioso,,Respuesta_c,
ECOEMS 2026,Biología,Biología,90,¿Cuál de las siguientes opciones es una característica del intestino delgado?,,,,Realiza la hematopoyesis,,Realiza la digestión y absorción de nutrientes,,Realiza la excreción de desechos,,Realiza el intercambio de gases,,Respuesta_b,
ECOEMS 2026,Biología,Biología,91,¿Cuál de las siguientes opciones es una característica de las plantas vasculares?,,,,No tienen tejidos para transportar agua y nutrientes,,No realizan la fotosíntesis,,Tienen tejidos para transportar agua y nutrientes,,No tienen raíces tallos ni hojas,,Respuesta_c,
ECOEMS 2026,Biología,Biología,92,¿Qué es la fotosíntesis?,,,,El proceso por el cual las plantas consumen oxígeno,,El proceso por el cual las plantas producen energía,,El proceso por el cual las plantas producen dióxido de carbono,,El proceso por el cual las plantas consumen glucosa,,Respuesta_b,
ECOEMS 2026,Biología,Biología,93,¿Cuál de los siguientes es un ejemplo de una planta no vascular?,,,,Roble,,Musgo,,Pino,,Girasol,,Respuesta_b,
ECOEMS 2026,Biología,Biología,94,¿Qué tipo de planta es una angiosperma?,,,,Una planta que no produce semillas,,Una planta que produce esporas,,Una planta que produce semillas dentro de un fruto,,Una planta que produce semillas desnudas,,Respuesta_c,
ECOEMS 2026,Biología,Biología,95,¿Cuál de las siguientes opciones es una característica de las plantas gimnospermas?,,,,Producen semillas desnudas,,Producen semillas dentro de un fruto,,No realizan la fotosíntesis,,No producen semillas,,Respuesta_a,
ECOEMS 2026,Biología,Biología,96,¿Cuál de las siguientes opciones es una función de las raíces de las plantas?,,,,Absorber agua y nutrientes del suelo,,Realizar la fotosíntesis,,Producir flores y frutos,,Producir semillas,,Respuesta_a,
ECOEMS 2026,Biología,Biología,97,¿Qué es la transpiración en las plantas?,,,,La absorción de dióxido de carbono por las hojas,,La pérdida de agua por las hojas,,La absorción de agua por las raíces,,La liberación de oxígeno por las hojas,,Respuesta_b,
ECOEMS 2026,Biología,Biología,98,¿Cuál de los siguientes es un ejemplo de una planta perenne?,,,,Maíz,,Girasol,,Trigo,,Pino,,Respuesta_d,
ECOEMS 2026,Biología,Biología,99,¿Qué tipo de planta es una monocotiledónea?,,,,Una planta que tiene tres cotiledones en su semilla,,Una planta que tiene un cotiledón en su semilla,,Una planta que no tiene cotiledones en su semilla,,Una planta que tiene dos cotiledones en su semilla,,Respuesta_b,
ECOEMS 2026,Biología,Biología,100,¿Cuál de las siguientes opciones es una característica de las plantas dicotiledóneas?,,,,Tienen hojas con venación reticulada,,Tienen flores con partes en múltiplos de tres,,Tienen semillas con un solo cotiledón,,Tienen hojas con venación paralela,,Respuesta_a,
ECOEMS 2026,Biología,Biología,101,¿Cuál de las siguientes opciones es una característica de los mamíferos?,,,,Tienen escamas,,Tienen plumas,,Tienen pelo o pelaje,,Tienen exoesqueleto,,Respuesta_c,
ECOEMS 2026,Biología,Biología,102,¿Qué es la metamorfosis en los animales?,,,,El proceso de respiración,,El proceso de alimentación,,El proceso de crecimiento y desarrollo,,El proceso de reproducción,,Respuesta_c,
ECOEMS 2026,Biología,Biología,103,¿Cuál de los siguientes es un ejemplo de un reptil?,,,,Águila,,Serpiente,,León,,Conejo,,Respuesta_b,
ECOEMS 2026,Biología,Biología,104,¿Qué tipo de animal es un anfibio?,,,,Un animal que vive en el aire,,Un animal que vive solo en la tierra,,Un animal que puede vivir tanto en el agua como en la tierra,,Un animal que vive solo en el agua,,Respuesta_c,
ECOEMS 2026,Biología,Biología,105,¿Cuál de las siguientes opciones es una característica de los peces?,,,,Tienen pelo,,Tienen patas,,Tienen alas,,Tienen branquias,,Respuesta_d,
ECOEMS 2026,Biología,Biología,106,¿Cuál de las siguientes opciones es una función de las plumas en las aves?,,,,Ayudan en la digestión,,Ayudan en la audición,,Ayudan en la respiración,,Ayudan en el vuelo y proporcionan aislamiento,,Respuesta_d,
ECOEMS 2026,Biología,Biología,107,¿Qué es la ecdisis en los animales?,,,,El proceso de muda de piel o exoesqueleto,,El proceso de alimentación,,El proceso de respiración,,El proceso de crecimiento y desarrollo,,Respuesta_a,
ECOEMS 2026,Biología,Biología,108,¿Cuál de los siguientes es un ejemplo de un insecto?,,,,Mariposa,,Serpiente,,León,,Águila,,Respuesta_a,
ECOEMS 2026,Biología,Biología,109,¿Qué tipo de animal es un arácnido?,,,,Un tipo de pez,,Un tipo de mamífero,,Un tipo de artrópodo,,Un tipo de ave,,Respuesta_c,
ECOEMS 2026,Biología,Biología,110,¿Cuál de las siguientes opciones es una característica de los crustáceos?,,,,Tienen alas,,Tienen pelo,,Tienen branquias,,Tienen patas,,Respuesta_d,
ECOEMS 2026,Biología,Biología,111,¿Cuál de las siguientes opciones es una característica de las bacterias?,,,,Son eucariotas,,Son procariotas,,Son multicelulares,,Tienen orgánulos envueltos en membranas,,Respuesta_b,
ECOEMS 2026,Biología,Biología,112,¿Qué es la conjugación bacteriana?,,,,Un proceso de división celular,,Un proceso de reproducción asexual,,Un proceso de transferencia de material genético,,Un proceso de reproducción sexual,,Respuesta_c,
ECOEMS 2026,Biología,Biología,113,¿Cuál de los siguientes es un ejemplo de un virus?,,,,E. coli,,S. cerevisiae,,P. aeruginosa,,Influenza,,Respuesta_d,
ECOEMS 2026,Biología,Biología,114,¿Qué tipo de organismo es un hongo?,,,,Un organismo procariota,,Un organismo eucariota,,Un organismo unicelular,,Un organismo multicelular,,Respuesta_b,
ECOEMS 2026,Biología,Biología,115,¿Cuál de las siguientes opciones es una característica de los protozoos?,,,,Son unicelulares,,Son eucariotas,,Son procariotas,,Son multicelulares,,Respuesta_a,
ECOEMS 2026,Biología,Biología,116,¿Cuál de las siguientes opciones es una función de los antibióticos?,,,,Inhibir el crecimiento de virus,,Inhibir el crecimiento de bacterias,,Inhibir el crecimiento de protozoos,,Inhibir el crecimiento de hongos,,Respuesta_b,
ECOEMS 2026,Biología,Biología,117,¿Qué es la resistencia a los antibióticos?,,,,La capacidad de un organismo para resistir los efectos de un antiviral,,La capacidad de un organismo para resistir los efectos de un antiprotozoario,,La capacidad de un organismo para resistir los efectos de un antibiótico,,La capacidad de un organismo para resistir los efectos de un antifúngico,,Respuesta_c,
ECOEMS 2026,Biología,Biología,118,¿Cuál de los siguientes es un ejemplo de una bacteria grampositiva?,,,,H. influenzae,,E. coli,,P. aeruginosa,,S. aureus,,Respuesta_d,
ECOEMS 2026,Biología,Biología,119,¿Qué tipo de organismo es un alga?,,,,Un organismo procariota,,Un organismo eucariota,,Un organismo multicelular,,Un organismo unicelular,,Respuesta_b,
ECOEMS 2026,Biología,Biología,120,¿Cuál de las siguientes opciones es una característica de los priones?,,,,Son partículas de proteínas,,Son partículas bacterianas,,Son partículas virales,,Son partículas de ADN,,Respuesta_a,
ECOEMS 2026,Biología,Biología,121,¿Cuál de las siguientes opciones es una función del sistema circulatorio?,,,,Eliminar los desechos del cuerpo,,Transportar oxígeno y nutrientes a las células,,Mantener la temperatura corporal,,Todas las anteriores,,Respuesta_d,
ECOEMS 2026,Biología,Biología,122,¿Qué es la homeostasis?,,,,La capacidad del cuerpo para adaptarse a los cambios en el entorno externo,,La capacidad del cuerpo para reparar tejidos dañados,,La capacidad del cuerpo para combatir infecciones,,La capacidad del cuerpo para mantener un estado de equilibrio interno,,Respuesta_d,
ECOEMS 2026,Biología,Biología,123,¿Cuál de los siguientes es un ejemplo de un órgano del sistema digestivo?,,,,Pulmón,,Estómago,,Corazón,,Riñón,,Respuesta_b,
ECOEMS 2026,Biología,Biología,124,¿Qué tipo de células se encuentran en el sistema nervioso?,,,,Células musculares,,Células sanguíneas,,Células epiteliales,,Neuronas,,Respuesta_d,
ECOEMS 2026,Biología,Biología,125,¿Cuál de las siguientes opciones es una característica del sistema endocrino?,,,,Regula las funciones corporales mediante la liberación de neurotransmisores,,Regula las funciones corporales mediante la liberación de enzimas,,Regula las funciones corporales mediante la liberación de hormonas,,Regula las funciones corporales mediante la liberación de anticuerpos,,Respuesta_c,
ECOEMS 2026,Biología,Biología,126,¿Cuál de las siguientes opciones es una función del sistema inmunológico?,,,,Proteger al cuerpo contra enfermedades e infecciones,,Transportar oxígeno y nutrientes a las células,,Mantener la temperatura corporal,,Eliminar los desechos del cuerpo,,Respuesta_a,
ECOEMS 2026,Biología,Biología,127,¿Qué es la sinapsis en el sistema nervioso?,,,,El proceso de transporte de oxígeno,,El proceso de digestión de alimentos,,El proceso de transmisión de señales entre las neuronas,,El proceso de división celular,,Respuesta_c,
ECOEMS 2026,Biología,Biología,128,¿Cuál de los siguientes es un ejemplo de un órgano del sistema respiratorio?,,,,Corazón,,Estómago,,Pulmón,,Riñón,,Respuesta_c,
ECOEMS 2026,Geografía,Geografía,1,¿Cuál es el río más largo de México?,,,,Río Bravo,,Río Lerma,,Río Balsas,,Río Grijalva,,Respuesta_a,
ECOEMS 2026,Geografía,Geografía,2,¿Cuál es la ubicación geográfica de México?,,,,América del Sur,,América Central,,América del Norte,,Europa,,Respuesta_c,
ECOEMS 2026,Geografía,Geografía,3,¿Cuál es la península más grande de México?,,,,Península de Baja California,,Península de Yucatán,,Península de California,,Península de Sonora,,Respuesta_b,
